Call Stack Checks;halstead_program_size_static;-8.410153997676706E-16,2.9948976338466707E-13,2.0362034550009805E-10,2.5526003224064352E-8,-1.7541202882310602E-8,-3.252374503156834E-21,-2.3149965324902222E-20,-2.7711793362870734E-22,3.1076178447932715E-25,-1.0824303969032087E-12,-3.2467377997912213E-10,-6.185892614482026E-8,5.738216272261308E-8,-3.9636081533666466E-13,-2.5861185646647986E-11,-1.1743468983436544E-9,-2.2109438790733106E-8,-5.199502156587024E-13,-6.973542238591446E-10,-6.058788887090827E-7,-1.700126122630881E-8,1.1570693467940827E-12,1.163171157638344E-9,6.630387929563997E-7,-1.547002605347108E-8,9.288331731436964E-13,1.9060643038009773E-9,3.361852293459519E-7,5.432534282178488E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Call Stack Checks;cyclomatic_complexity_static;4.459520779214688E-16,-1.2062203020621167E-13,-8.858968900200997E-11,-6.983534733405895E-9,-7.242685454945052E-10,2.8144934975123356E-21,1.0238725778358038E-20,3.184933832843097E-22,5.032721387735894E-26,5.396533266238508E-13,1.6126412211420093E-10,3.072154804419162E-8,2.6738899545786384E-9,1.9660878494225335E-13,1.2804196439062211E-11,5.815371815162881E-10,1.1009160852076778E-8,2.7700169728527957E-13,3.5693917067396074E-10,3.0530525459132986E-7,-7.399221463440266E-10,-5.491488500494811E-13,-5.595306267020906E-10,-3.1969961557552296E-7,-3.1833946313173023E-10,-3.96360815629073E-13,-8.232869490509044E-10,8.126709488135857E-9,1.9936473713448303E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Call Stack Checks;nr_edges_static;1.2265146804371814E-15,-3.2938138894147283E-13,-2.4210251219707363E-10,-1.868570680102461E-8,-2.6780414562545707E-9,-1.0061630839593795E-21,3.157100043620868E-20,7.281817455394705E-22,-2.611400909668826E-25,1.481478360599841E-12,4.426584846537E-10,8.432879123858729E-8,1.0479279111225647E-8,5.39653326624678E-13,3.514309024945726E-11,1.5961360646579161E-9,3.0223084832316205E-8,7.619462263148882E-13,9.806673493624816E-10,8.384071789437411E-7,-2.9295922723136705E-9,-1.5051856411157259E-12,-1.5343134141649813E-9,-8.767307007812638E-7,-1.6738798075588066E-9,-1.0824303976956478E-12,-2.2493413643104608E-9,3.7169189770733256E-8,8.130641510465309E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Call Stack Checks;nr_dst_oper_static;6.454920836256992E-16,-1.5772319408380401E-13,-1.1737072201863242E-10,-6.417353753430943E-9,-6.099725453412915E-9,-2.512178177233259E-21,1.424597683691776E-20,2.610919953514647E-22,-7.533865437240358E-27,7.619462262867641E-13,2.2732264810156467E-10,4.329791429232878E-8,1.7913813209018397E-8,2.7700169727680096E-13,1.8024870819910406E-11,8.186272355945637E-10,1.5522287737682007E-8,4.0169925823389493E-13,5.095295296213078E-10,4.3303952814658514E-7,-6.05928425045487E-9,-7.588918424593287E-13,-7.778877200398344E-10,-4.449067308584173E-7,-4.934136818741941E-9,-5.199502159018935E-13,-1.086655197925614E-9,1.168554879646855E-7,1.8540855309686664E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, high overhead);nr_indirect_edges_CFIM_static;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, high overhead);nr_ins_static;-2.8901461941124026E-16,1.0279523778358401E-13,7.108044197895974E-11,8.752345922774692E-9,-5.889975979750275E-9,2.5696072019158237E-21,-7.491178830973056E-21,-8.062484469043422E-23,-3.6313123432408037E-26,-3.7956127275226187E-13,-1.1392568875066928E-10,-2.1704298016613985E-8,2.1395263981869358E-8,-1.3914207342483701E-13,-9.073783201745804E-12,-4.120077144223851E-10,-7.75297017454853E-9,-1.8222493060014565E-13,-2.4502481281056055E-10,-2.127937590379672E-7,-5.8946529515999015E-9,4.0558176740430557E-13,4.075943297019059E-10,2.323422517583676E-7,-5.3152043590711006E-9,3.257277523095056E-13,6.650805342010336E-10,1.1159843680085415E-7,1.8659824661819327E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, high overhead);nr_src_oper_static;-1.2244198386724728E-15,3.7675169050917376E-13,2.639048548817174E-10,2.458127564933005E-8,-6.613102474713217E-9,1.4814053349304289E-21,-3.2030460730072E-20,-8.445617171190456E-22,2.9935015999797334E-25,-1.540956110542696E-12,-4.613673670676316E-10,-8.789229832785114E-8,2.5117572493638714E-8,-5.629794311266806E-13,-3.666803268332443E-11,-1.6651963903075725E-9,-3.145560346749657E-8,-7.737471276452509E-13,-1.012427476881187E-9,-8.700671181079839E-7,-6.043906646357555E-9,1.5936572130440137E-12,1.6158587736856583E-9,9.225373261145808E-7,-6.0071004419110126E-9,1.194985549360268E-12,2.457759676936192E-9,1.1796384127577952E-7,2.0336537496310823E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, high overhead);halstead_program_size_static;-9.145855323635714E-16,3.2436456859114866E-13,2.2470613959532702E-10,2.7618909217324347E-8,-1.9041869194500252E-8,-2.0163889418207027E-22,-3.019975093253814E-20,2.6398704126130926E-23,-1.2204854012588124E-25,-1.2007138715845444E-12,-3.603880111019707E-10,-6.865821651860261E-8,6.751320568093924E-8,-4.4015398047468496E-13,-2.870317249205362E-11,-1.3033047566651324E-9,-2.4525167175099352E-8,-5.76662408572123E-13,-7.752278238361905E-10,-6.731972682985643E-7,-1.8410620821211667E-8,1.2827073878712575E-12,1.2891576362799727E-9,7.348702511893179E-7,-1.658140671084241E-8,1.0296414146508954E-12,2.1024465279295148E-9,3.509461582945365E-7,5.885789593744082E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, high overhead);cyclomatic_complexity_static;4.352952359396042E-16,-1.1505807367878558E-13,-8.939990702085271E-11,-7.077877303339025E-9,-5.977841493057039E-10,2.7104780223691443E-22,4.602705152329013E-21,-6.349393940404528E-23,8.499248556102714E-26,5.427877595785195E-13,1.623694721619863E-10,3.0934068502874474E-8,1.900352644858402E-9,1.9804734538843783E-13,1.2893264629626893E-11,5.855861545668466E-10,1.1083945008801818E-8,2.7730732216410197E-13,3.592065765324623E-10,3.073924663297349E-7,-6.151254162380909E-10,-5.538804683390949E-13,-5.63599442564159E-10,-3.219928068586551E-7,-2.1941072108540993E-10,-4.0299006030617173E-13,-8.307615230784692E-10,6.8393817455212415E-9,1.5962994751482496E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, high overhead);nr_edges_static;1.1909992761823194E-15,-3.115332262134213E-13,-2.427784101486787E-10,-1.875965476936522E-8,-2.5519712248721425E-9,7.307407784625514E-21,1.4780649750795682E-20,-3.482895222286663E-22,-2.780669733200263E-26,1.481781042223116E-12,4.432026130032936E-10,8.443896218414165E-8,9.711588258822976E-9,5.405584816323267E-13,3.518923325600979E-11,1.5982607006467568E-9,3.026149543854128E-8,7.587954964626512E-13,9.81520466157761E-10,8.394718838075112E-7,-2.8047937200128604E-9,-1.5092991527252184E-12,-1.5365705107259248E-9,-8.779493048168691E-7,-1.576033562350151E-9,-1.0935033324976087E-12,-2.2553761703509022E-9,3.5874383080298175E-8,7.735246223245805E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, high overhead);nr_dst_oper_static;5.988489261498879E-16,-1.5466159159674666E-13,-1.1027889782297004E-10,-5.714712366869249E-9,-6.538790726809494E-9,-2.6604370045317476E-21,1.002589392627633E-20,2.460970164684641E-22,2.582665687944358E-26,7.198035129693824E-13,2.1490504510808292E-10,4.0938379900564044E-8,2.100036916618305E-8,2.6196752455080713E-13,1.7038643424145078E-11,7.738993494624296E-10,1.4683406491530033E-8,3.793096500388873E-13,4.822244666509209E-10,4.0966360964882903E-7,-6.472061211233119E-9,-7.165315943670807E-13,-7.342954686966253E-10,-4.200093275154304E-7,-5.259101898056045E-9,-4.910718890669775E-13,-1.020393686477258E-9,1.2138388021517367E-7,1.9861533734163818E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (branch function, low overhead);nr_indirect_edges_CFIM_static;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (branch function, low overhead);nr_ins_static;-2.2996240772641595E-16,1.5242178894668567E-13,9.304503135533729E-11,1.0092456883588211E-8,-5.649491911097074E-9,1.0711339964058596E-21,-6.971848306921142E-21,-4.067752672727568E-23,-2.253281801510179E-25,-4.680741631660925E-13,-1.4373115988607952E-10,-2.7582946785886624E-8,1.8437085595431404E-8,-1.7358951210868863E-13,-1.1485796907071015E-11,-5.242704249602267E-10,-9.93092238242674E-9,-2.013105646313181E-13,-3.0833596721768726E-10,-2.7232730092068697E-7,-5.571491607046092E-9,5.411646850908926E-13,5.20882437256596E-10,2.945779855210648E-7,-5.174630333479465E-9,4.964744386593768E-13,8.705050768050427E-10,1.077396264691921E-7,1.7898092732743356E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (branch function, low overhead);nr_src_oper_static;-6.101001326223276E-16,8.036463876325364E-13,4.655119676900099E-10,6.102569639768532E-8,-8.023322871375266E-9,1.905210294656277E-21,-1.1577623013204067E-21,-2.6288432638213425E-22,9.890956070787865E-25,-1.6293758961537557E-12,-5.302564667616292E-10,-1.0726725690492472E-7,3.569861512230403E-8,-6.357792307769643E-13,-4.5079091156514604E-11,-2.2655386717251787E-9,-6.03474857744442E-8,-4.637248418171812E-13,-1.0145384794440254E-9,-1.0204493958191826E-6,-7.586722198849082E-9,2.133149077530707E-12,1.937863193877113E-9,1.039140708456593E-6,-7.41820501593438E-9,2.48424107800043E-12,4.01242506959133E-9,1.0820084983901841E-7,2.5893355060002725E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (branch function, low overhead);halstead_program_size_static;-7.124361738498425E-16,4.730764872209528E-13,2.887437876535596E-10,3.140655943840477E-8,-1.8017076107088026E-8,-6.716491159140854E-21,-5.018482338739188E-21,-9.47870594008524E-22,-1.2288672029085895E-24,-1.451259290631474E-12,-4.456503581215369E-10,-8.55236411548884E-8,5.753465054391966E-8,-5.382328260665483E-13,-3.561347046339402E-11,-1.6255833860601078E-9,-3.079183285268922E-8,-6.238020801411911E-13,-9.558076780879512E-10,-8.442834920630027E-7,-1.7185726839882842E-8,1.6784336388471042E-12,1.6153994598683448E-9,9.135548793386128E-7,-1.593423566394669E-8,1.540659177399094E-12,2.701534059689403E-9,3.375714590810516E-7,5.565899268628521E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (branch function, low overhead);cyclomatic_complexity_static;2.7769725789718817E-16,-1.5477034820743818E-13,-9.446669543416378E-11,-7.0876256892957255E-9,-6.727436421845567E-10,1.658098896073789E-21,3.92515129171467E-21,3.264973020721002E-23,2.9514748575108746E-25,5.230265186490592E-13,1.6013310259493558E-10,3.07274178924731E-8,2.6835031702518984E-9,1.9321711573232962E-13,1.2766304361678503E-11,5.827942783246435E-10,1.1084779832301074E-8,2.381679551767043E-13,3.5124754026651574E-10,3.065676256765442E-7,-7.060692840251212E-10,-5.840362273685209E-13,-5.669593035688175E-10,-3.2114292109548977E-7,-2.8401705638757876E-10,-5.050644146296851E-13,-8.793791117767069E-10,7.739157222888039E-9,1.8559402077126827E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (branch function, low overhead);nr_edges_static;7.185937178431689E-16,-3.9642695516971123E-13,-2.421531740919875E-10,-1.7689081978513157E-8,-2.815980544713492E-9,4.421915777279127E-21,1.1169401006135288E-20,1.3780570255182003E-22,6.001614244123137E-25,1.3479988406893977E-12,4.1264737798830226E-10,7.91818351190618E-8,1.0690431435475176E-8,4.978748709299355E-13,3.289329806372745E-11,1.5016318237920513E-9,2.8568844516257356E-8,6.156651042329953E-13,9.061974377739389E-10,7.904266362780341E-7,-3.001783038621337E-9,-1.502366729588891E-12,-1.4591343358948292E-9,-8.265729485195696E-7,-1.7972587318438075E-9,-1.2948024824178038E-12,-2.253500593395126E-9,3.761566382377557E-8,8.52560657495488E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (branch function, low overhead);nr_dst_oper_static;3.1612090364239793E-16,-1.52817090188289E-13,-9.348244734994361E-11,-4.039867541297433E-9,-6.36255296257264E-9,5.7781599007391885E-22,-2.6135275400762175E-21,-2.8008668507339068E-22,4.045927509256444E-25,5.623118929784282E-13,1.7175081420176778E-10,3.294789297024047E-8,1.8042752087255986E-8,2.070933078415082E-13,1.3666978424772874E-11,6.238902325381694E-10,1.1893220780824845E-8,2.672915697821777E-13,3.8337167992600593E-10,3.315659488538694E-7,-6.1797248020840564E-9,-6.104101069999764E-13,-5.967582605184669E-10,-3.3844329909264725E-7,-5.170679930025673E-9,-5.008669822628319E-13,-8.660702239125426E-10,1.178380913560996E-7,1.9271902764924013E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, low overhead);nr_indirect_edges_CFIM_static;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, low overhead);nr_ins_static;-2.61583764247526E-16,1.3545706127957561E-13,8.738436868060224E-11,9.99811969771159E-9,-5.803813821382434E-9,1.4331890098392542E-23,-5.205989215933172E-21,2.0530247617155763E-23,-1.4514452616691522E-25,-4.609291858400614E-13,-1.4054721198569057E-10,-2.6919523024755698E-8,1.927621883911646E-8,-1.7055578083213346E-13,-1.1220364507648617E-11,-5.11577817825768E-10,-9.685452797203106E-9,-2.1293386398766675E-13,-3.0498442413067503E-10,-2.6585058871160527E-7,-5.740892516510848E-9,5.09643757747189E-13,5.038709487032589E-10,2.876886255184438E-7,-5.3028492985471775E-9,4.339172924813692E-13,8.13714979403489E-10,1.0750426164166168E-7,1.8456652065393272E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, low overhead);nr_src_oper_static;-9.41875374266982E-16,4.352196790256502E-13,2.8219113413392083E-10,2.6035586688655113E-8,-6.427496004944404E-9,-8.132799269221281E-21,-3.486617606764436E-20,-4.659938821546427E-22,-2.0420317416499168E-25,-1.5884612579787126E-12,-4.834318671406295E-10,-9.258458227618012E-8,2.2431837003080834E-8,-5.8628014124633E-13,-3.853382139947165E-11,-1.7570066991916337E-9,-3.3348406279552854E-8,-7.599347660089324E-13,-1.0645009728743585E-9,-9.20822945573406E-7,-5.794532207154695E-9,1.7155626227100748E-12,1.7064601803422645E-9,9.75410767594699E-7,-5.915423790113137E-9,1.3972437013120102E-12,2.618115515739248E-9,1.1296850269546816E-7,1.9820110566667269E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, low overhead);halstead_program_size_static;-8.237844407041658E-16,4.2575097044090927E-13,2.750919705280018E-10,3.14548659387519E-8,-1.8679684585264957E-8,-3.1635062752454185E-21,-1.9628477323440074E-20,2.149253440017878E-22,1.4019724748458744E-25,-1.4513474185134924E-12,-4.425440927257419E-10,-8.476202432799139E-8,6.059115434484553E-8,-5.370316394358724E-13,-3.532961912744572E-11,-1.6108072996320172E-9,-3.049679118570167E-8,-6.705548065624177E-13,-9.603595589159164E-10,-8.371099096994572E-7,-1.7847011729793874E-8,1.6046114301457888E-12,1.586467382031604E-9,9.058078535087444E-7,-1.646708500650405E-8,1.3659908991226716E-12,2.5616014259175228E-9,3.376972474910877E-7,5.792596054547911E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binary Obfuscation (flatten function, low overhead);cyclomatic_complexity_static;3.2705468873731334E-16,-1.4711180075745267E-13,-9.265267782570947E-11,-7.35476195142704E-9,-5.860389169563723E-10,2.1229049942237744E-21,9.783552557661464E-21,-2.8994437807092534E-22,1.6009676705979154E-25,5.399462039720762E-13,1.643703595576704E-10,3.149498293111478E-8,2.3395445252453887E-9,1.9919594422733217E-13,1.3097568755647407E-11,5.974068058961096E-10,1.1362755790328438E-8,2.631298208605885E-13,3.6480225548021147E-10,3.143945098190294E-7,-6.213589098296582E-10,-5.763147804165684E-13,-5.755258310700708E-10,-3.292740763936094E-7,-2.0180039473194475E-10,-4.578472852512911E-13,-8.57774408806682E-10,7.755454103873912E-9,1.5453292713562233E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
